onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.336	ISI	0	0	 0.000
 1.336	 8.368	INSTR1	0	0	 0.000
 9.704	 3.347	ISI	0	0	 0.000
 13.051	 60.248	CONV1	0	0	 0.000
 73.299	 4.673	ISI	0	0	 0.000
 77.972	 8.368	INSTR1	0	0	 0.000
 86.340	 3.347	ISI	0	0	 0.000
 89.687	 60.249	CONV2	0	0	 0.000
 149.936	 4.629	ISI	0	0	 0.000
 154.565	 8.295	INSTR1	0	0	 0.000
 162.860	 3.347	ISI	0	0	 0.000
 166.207	 60.249	CONV1	0	0	 0.000
 226.456	 4.685	ISI	0	0	 0.000
 231.141	 8.216	INSTR1	0	0	 0.000
 239.357	 3.346	ISI	0	0	 0.000
 242.703	 60.248	CONV2	0	0	 0.000
 302.951	 8.369	INSTR1	0	0	 0.000
 311.320	 60.239	CONV1	0	0	 0.000
 371.559	 4.571	ISI	0	0	 0.000
 376.130	 8.368	INSTR1	0	0	 0.000
 384.498	 3.260	ISI	0	0	 0.000
 387.758	 60.247	CONV2	0	0	 0.000
 448.005	 1.337	ISI	0	0	 0.000
