onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 1.339	ISI	0	0	 0.000
 1.339	 8.264	INSTR1	0	0	 0.000
 9.603	 3.347	ISI	0	0	 0.000
 12.950	 60.249	CONV1	0	0	 0.000
 73.199	 4.686	ISI	0	0	 0.000
 77.885	 8.272	INSTR1	0	0	 0.000
 86.157	 3.347	ISI	0	0	 0.000
 89.504	 60.248	CONV2	0	0	 0.000
 149.752	 4.686	ISI	0	0	 0.000
 154.438	 8.364	INSTR1	0	0	 0.000
 162.802	 3.348	ISI	0	0	 0.000
 166.150	 60.248	CONV1	0	0	 0.000
 226.398	 4.686	ISI	0	0	 0.000
 231.084	 8.260	INSTR1	0	0	 0.000
 239.344	 3.347	ISI	0	0	 0.000
 242.691	 60.249	CONV2	0	0	 0.000
 302.940	 8.367	INSTR1	0	0	 0.000
 311.307	 60.249	CONV1	0	0	 0.000
 371.556	 4.686	ISI	0	0	 0.000
 376.242	 8.367	INSTR1	0	0	 0.000
 384.609	 3.347	ISI	0	0	 0.000
 387.956	 60.248	CONV2	0	0	 0.000
 448.204	 1.338	ISI	0	0	 0.000
